CustomerKey,Prefix,FirstName,LastName,,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Age
22821,MRS.,WENDY,MUNOZ,MRS. WENDY MUNOZ,06/01/1954,M,F,wendy7@learnsector.com,130000,3,Partial College,Professional,Y,
22822,MR.,DEVIN,ANDERSON,MR. DEVIN ANDERSON,22/02/1954,M,M,devin8@learnsector.com,170000,5,High School,Professional,Y,
22823,MRS.,ISABEL,ALEXANDER,MRS. ISABEL ALEXANDER,07/12/1953,M,F,isabel18@learnsector.com,160000,2,Bachelors,Management,Y,
22824,MRS.,APRIL,NATH,MRS. APRIL NATH,21/11/1952,M,F,april14@learnsector.com,80000,4,Partial College,Professional,N,
22825,MRS.,KELLI,ZENG,MRS. KELLI ZENG,05/12/1952,S,F,kelli22@learnsector.com,120000,4,Partial College,Professional,Y,
22826,MR.,CHRISTIAN,RUSSELL,MR. CHRISTIAN RUSSELL,19/10/1952,M,M,christian7@learnsector.com,130000,4,High School,Professional,Y,
22827,MR.,CLAYTON,GAO,MR. CLAYTON GAO,18/12/1951,M,M,clayton14@learnsector.com,80000,5,High School,Professional,Y,
22828,MR.,FRANCISCO,SURI,MR. FRANCISCO SURI,01/02/1950,M,M,francisco1@learnsector.com,160000,4,Partial College,Management,Y,
22829,MRS.,CHELSEA,CHANDRA,MRS. CHELSEA CHANDRA,27/08/1949,M,F,chelsea2@learnsector.com,80000,5,High School,Management,Y,
22830,MR.,LEE,TRAVERS,MR. LEE TRAVERS,11/05/1949,M,M,lee10@learnsector.com,120000,4,Partial College,Management,Y,
22831,MR.,VICTOR,RUIZ,MR. VICTOR RUIZ,12/06/1948,S,M,victor3@learnsector.com,70000,5,Partial High School,Skilled Manual,Y,
22832,MR.,MARTIN,GONZALEZ,MR. MARTIN GONZALEZ,06/09/1948,M,M,martin23@learnsector.com,70000,5,Partial High School,Skilled Manual,Y,
22833,MR.,BRUCE,PRASAD,MR. BRUCE PRASAD,22/03/1948,M,M,bruce8@learnsector.com,80000,5,High School,Management,Y,
22834,MR.,DARRYL,ZHOU,MR. DARRYL ZHOU,18/04/1947,M,M,darryl8@learnsector.com,100000,3,Partial High School,Professional,Y,
22835,MR.,ALAN,ZHANG,MR. ALAN ZHANG,13/11/1947,M,M,alan28@learnsector.com,100000,4,Partial High School,Professional,Y,
22836,MRS.,MICHELE,SAI,MRS. MICHELE SAI,04/04/1947,S,F,michele61@learnsector.com,110000,4,Partial High School,Professional,Y,
22837,MR.,SERGIO,CHANDRA,MR. SERGIO CHANDRA,02/10/1947,M,M,sergio2@learnsector.com,120000,5,High School,Management,Y,
22838,MR.,CEDRIC,RAI,MR. CEDRIC RAI,08/02/1947,M,M,cedric36@learnsector.com,130000,5,Partial High School,Professional,Y,
22839,MS.,BRANDY,MEHTA,MS. BRANDY MEHTA,19/05/1975,S,F,brandy10@learnsector.com,60000,0,Bachelors,Professional,N,
22840,MR.,DOMINIC,SULLIVAN,MR. DOMINIC SULLIVAN,04/10/1976,S,M,dominic13@learnsector.com,70000,0,Bachelors,Professional,Y,
22841,MR.,DOUGLAS,MARTINEZ,MR. DOUGLAS MARTINEZ,19/08/1976,S,M,douglas21@learnsector.com,70000,0,Bachelors,Professional,Y,
22842,MS.,MICHELE,NARA,MS. MICHELE NARA,20/04/1976,S,F,michele17@learnsector.com,70000,0,Bachelors,Professional,N,
22843,MS.,TIFFANY,LU,MS. TIFFANY LU,10/07/1976,S,F,tiffany11@learnsector.com,70000,0,Bachelors,Professional,N,
22844,MS.,MARIE,ARUN,MS. MARIE ARUN,18/08/1976,M,F,marie11@learnsector.com,70000,0,Bachelors,Professional,N,
22845,MR.,JAKE,CHEN,MR. JAKE CHEN,13/03/1976,M,M,jake2@learnsector.com,80000,0,Bachelors,Professional,N,
22846,MR.,FRANK,GUTIERREZ,MR. FRANK GUTIERREZ,18/05/1975,S,M,frank18@learnsector.com,80000,0,Bachelors,Professional,N,
22847,MS.,JACLYN,CHEN,MS. JACLYN CHEN,20/11/1974,S,F,jaclyn2@learnsector.com,80000,0,Bachelors,Professional,N,
22848,MR.,PETER,PAL,MR. PETER PAL,10/09/1974,S,M,peter18@learnsector.com,80000,0,Bachelors,Professional,N,
22849,MR.,KRISTOPHER,SURI,MR. KRISTOPHER SURI,17/05/1973,M,M,kristopher0@learnsector.com,80000,0,Bachelors,Professional,Y,
22850,MR.,DEVON,LUO,MR. DEVON LUO,02/05/1974,M,M,devon4@learnsector.com,130000,4,High School,Management,N,
22851,MS.,KAYLEE,EDWARDS,MS. KAYLEE EDWARDS,16/07/1973,S,F,kaylee21@learnsector.com,90000,0,Bachelors,Professional,N,
22852,MR.,BILLY,ALONSO,MR. BILLY ALONSO,22/08/1972,M,M,billy10@learnsector.com,80000,0,Bachelors,Professional,Y,
22853,MS.,TASHA,PAL,MS. TASHA PAL,05/05/1972,S,F,tasha13@learnsector.com,80000,0,Bachelors,Professional,Y,
22854,MS.,EBONY,MEHTA,MS. EBONY MEHTA,20/08/1973,S,F,ebony14@learnsector.com,100000,0,High School,Management,Y,
22855,MS.,SUMMER,SAI,MS. SUMMER SAI,02/12/1973,M,F,summer4@learnsector.com,110000,0,Partial College,Management,N,
22856,MR.,LANCE,CARLSON,MR. LANCE CARLSON,14/10/1971,M,M,lance18@learnsector.com,80000,0,Bachelors,Professional,N,
22857,MR.,JULIO,ROMERO,MR. JULIO ROMERO,15/01/1972,M,M,julio9@learnsector.com,110000,0,High School,Management,Y,
22858,MRS.,DEBORAH,TANG,MRS. DEBORAH TANG,16/08/1972,M,F,deborah8@learnsector.com,130000,4,High School,Management,Y,
22859,MS.,ARIANNA,SANDERS,MS. ARIANNA SANDERS,24/07/1971,M,F,arianna24@learnsector.com,90000,0,Bachelors,Professional,N,
22860,MR.,CEDRIC,KUMAR,MR. CEDRIC KUMAR,27/05/1970,M,M,cedric29@learnsector.com,100000,0,High School,Management,Y,
22862,MR.,DERRICK,NAVARRO,MR. DERRICK NAVARRO,23/01/1964,M,M,derrick10@learnsector.com,110000,3,Bachelors,Management,Y,
22863,MR.,HUNTER,THOMAS,MR. HUNTER THOMAS,05/11/1956,M,M,hunter69@learnsector.com,70000,4,Partial College,Professional,Y,
22864,MR.,MASON,HALL,MR. MASON HALL,25/12/1956,M,M,mason43@learnsector.com,90000,2,Partial College,Professional,N,
22865,MRS.,STEPHANIE,HALL,MRS. STEPHANIE HALL,02/03/1934,M,F,stephanie67@learnsector.com,80000,4,Graduate Degree,Management,Y,
22866,MR.,WILLIAM,THOMPSON,MR. WILLIAM THOMPSON,14/06/1974,S,M,william11@learnsector.com,30000,0,Partial College,Clerical,Y,
22867,MR.,MAX,RUIZ,MR. MAX RUIZ,12/06/1980,S,M,max3@learnsector.com,20000,0,Partial High School,Manual,N,
22868,MR.,ERNEST,SUN,MR. ERNEST SUN,23/02/1980,S,M,ernest13@learnsector.com,20000,0,Partial High School,Manual,N,
22869,MR.,RAFAEL,LU,MR. RAFAEL LU,13/10/1980,S,M,rafael12@learnsector.com,20000,0,Partial High School,Manual,N,
22870,MS.,BARBARA,CHEN,MS. BARBARA CHEN,15/11/1978,S,F,barbara12@learnsector.com,30000,0,High School,Manual,Y,
22871,MR.,DAVID,COLEMAN,MR. DAVID COLEMAN,10/07/1962,M,M,david38@learnsector.com,70000,1,Partial College,Skilled Manual,Y,
22872,MRS.,SARA,BAILEY,MRS. SARA BAILEY,26/06/1962,M,F,sara17@learnsector.com,70000,1,Partial College,Skilled Manual,Y,
22873,MR.,ROBERT,WILLIAMS,MR. ROBERT WILLIAMS,26/01/1962,M,M,robert86@learnsector.com,70000,1,Partial College,Skilled Manual,Y,
22874,MR.,DREW,ANAND,MR. DREW ANAND,10/10/1961,S,M,drew23@learnsector.com,40000,4,High School,Skilled Manual,Y,
22875,MR.,ROBERT,RUSSELL,MR. ROBERT RUSSELL,16/03/1961,S,M,robert31@learnsector.com,40000,4,High School,Skilled Manual,Y,
22876,MRS.,JENNA,CAMPBELL,MRS. JENNA CAMPBELL,16/11/1961,M,F,jenna6@learnsector.com,40000,4,High School,Skilled Manual,Y,
22877,MR.,XAVIER,GRIFFIN,MR. XAVIER GRIFFIN,11/10/1961,M,M,xavier61@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22878,MRS.,ANGELICA,ROSS,MRS. ANGELICA ROSS,07/11/1961,M,F,angelica3@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22879,MRS.,JOCELYN,RUSSELL,MRS. JOCELYN RUSSELL,20/11/1961,M,F,jocelyn19@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22880,MRS.,ASHLEY,HARRIS,MRS. ASHLEY HARRIS,07/01/1960,M,F,ashley14@learnsector.com,40000,4,High School,Skilled Manual,Y,
22881,MR.,WYATT,MARTINEZ,MR. WYATT MARTINEZ,19/10/1960,M,M,wyatt18@learnsector.com,40000,4,High School,Skilled Manual,Y,
22882,MR.,CHARLES,JONES,MR. CHARLES JONES,03/05/1967,S,M,charles6@learnsector.com,50000,0,Partial College,Skilled Manual,N,
22883,MR.,XAVIER,MORGAN,MR. XAVIER MORGAN,14/05/1967,S,M,xavier80@learnsector.com,50000,0,Partial College,Skilled Manual,N,
22884,MS.,DANIELLE,RICHARDSON,MS. DANIELLE RICHARDSON,23/11/1967,S,F,danielle11@learnsector.com,50000,0,Partial College,Skilled Manual,N,
22885,MR.,CALEB,HENDERSON,MR. CALEB HENDERSON,28/02/1967,S,M,caleb1@learnsector.com,60000,0,Graduate Degree,Professional,Y,
22886,MS.,ANDREA,KING,MS. ANDREA KING,09/08/1967,S,F,andrea41@learnsector.com,60000,0,Graduate Degree,Professional,Y,
22887,MR.,MASON,RICHARDSON,MR. MASON RICHARDSON,03/04/1960,M,M,mason10@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22888,MRS.,ABIGAIL,LONG,MRS. ABIGAIL LONG,03/04/1960,M,F,abigail64@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22889,MRS.,JULIA,LONG,MRS. JULIA LONG,26/05/1959,M,F,julia75@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22890,MRS.,ALEXIS,HALL,MRS. ALEXIS HALL,25/09/1959,M,F,alexis21@learnsector.com,60000,4,Bachelors,Professional,Y,
22891,MRS.,ANDREA,GONZALEZ,MRS. ANDREA GONZALEZ,02/01/1959,M,F,andrea33@learnsector.com,60000,4,Bachelors,Professional,Y,
22892,MR.,TIMOTHY,MITCHELL,MR. TIMOTHY MITCHELL,17/04/1959,S,M,timothy36@learnsector.com,70000,1,Graduate Degree,Professional,N,
22893,MRS.,CHLOE,MILLER,MRS. CHLOE MILLER,17/07/1959,S,F,chloe39@learnsector.com,70000,2,Graduate Degree,Professional,N,
22894,MRS.,DANIELLE,RAMIREZ,MRS. DANIELLE RAMIREZ,05/02/1959,M,F,danielle9@learnsector.com,70000,5,Graduate Degree,Professional,Y,
22895,MR.,EDUARDO,PEREZ,MR. EDUARDO PEREZ,20/11/1959,S,M,eduardo36@learnsector.com,70000,5,Graduate Degree,Professional,Y,
22896,MR.,LOGAN,MILLER,MR. LOGAN MILLER,19/03/1958,M,M,logan57@learnsector.com,60000,3,Bachelors,Professional,Y,
22897,MRS.,ARIANNA,RAMIREZ,MRS. ARIANNA RAMIREZ,27/05/1958,M,F,arianna28@learnsector.com,60000,1,Bachelors,Professional,Y,
22898,MRS.,MELANIE,WASHINGTON,MRS. MELANIE WASHINGTON,03/02/1958,M,F,melanie0@learnsector.com,60000,1,Bachelors,Professional,Y,
22899,MR.,CHARLES,CARTER,MR. CHARLES CARTER,21/05/1958,M,M,charles38@learnsector.com,60000,1,Bachelors,Professional,Y,
22900,MR.,HUNTER,LI,MR. HUNTER LI,12/06/1958,S,M,hunter21@learnsector.com,60000,1,Bachelors,Professional,Y,
22901,MRS.,KATHERINE,STEWART,MRS. KATHERINE STEWART,26/10/1958,S,F,katherine2@learnsector.com,60000,1,Bachelors,Professional,N,
22902,MR.,PEDRO,MADAN,MR. PEDRO MADAN,25/05/1958,M,M,pedro8@learnsector.com,70000,5,Graduate Degree,Professional,Y,
22903,MRS.,HAILEY,STEWART,MRS. HAILEY STEWART,06/11/1958,S,F,hailey0@learnsector.com,80000,5,Graduate Degree,Professional,Y,
22904,MR.,MITCHELL,SHEN,MR. MITCHELL SHEN,15/07/1969,S,M,mitchell2@learnsector.com,90000,1,Graduate Degree,Management,N,
22905,MR.,JOE,SCHMIDT,MR. JOE SCHMIDT,18/07/1969,M,M,joe13@learnsector.com,90000,1,Graduate Degree,Management,Y,
22906,MRS.,JESSIE,MORENO,MRS. JESSIE MORENO,25/10/1969,M,F,jessie4@learnsector.com,90000,1,Graduate Degree,Management,N,
22907,MR.,BARRY,SAI,MR. BARRY SAI,22/02/1968,M,M,barry6@learnsector.com,60000,2,Bachelors,Professional,Y,
22908,MR.,EDDIE,ORTEGA,MR. EDDIE ORTEGA,22/03/1970,M,M,eddie22@learnsector.com,90000,2,Bachelors,Professional,Y,
22909,MR.,TOMMY,GOEL,MR. TOMMY GOEL,25/11/1968,S,M,tommy16@learnsector.com,60000,2,Bachelors,Professional,N,
22910,MRS.,LATOYA,TANG,MRS. LATOYA TANG,17/04/1968,M,F,latoya3@learnsector.com,60000,2,Bachelors,Professional,Y,
22911,MR.,GREGORY,RAJE,MR. GREGORY RAJE,10/04/1968,M,M,gregory17@learnsector.com,70000,5,Bachelors,Professional,Y,
22912,MRS.,MALLORY,MORENO,MRS. MALLORY MORENO,12/07/1969,S,F,mallory14@learnsector.com,110000,1,Graduate Degree,Management,Y,
22913,MRS.,VALERIE,LU,MRS. VALERIE LU,25/12/1969,S,F,valerie13@learnsector.com,120000,1,Graduate Degree,Management,Y,
22914,MRS.,FAITH,GRAY,MRS. FAITH GRAY,02/09/1967,S,F,faith27@learnsector.com,70000,5,Bachelors,Professional,Y,
22915,MRS.,CARLY,SHEN,MRS. CARLY SHEN,02/08/1967,M,F,carly1@learnsector.com,70000,5,Bachelors,Professional,Y,
22916,MRS.,RAQUEL,ROMERO,MRS. RAQUEL ROMERO,21/05/1967,M,F,raquel6@learnsector.com,70000,5,Bachelors,Professional,Y,
22917,MR.,MAURICE,SHE,MR. MAURICE SHE,04/11/1966,S,M,maurice0@learnsector.com,80000,5,Graduate Degree,Management,Y,
22918,MR.,CALVIN,JAI,MR. CALVIN JAI,20/03/1966,S,M,calvin11@learnsector.com,80000,5,Graduate Degree,Management,Y,
22919,MR.,STANLEY,RANA,MR. STANLEY RANA,09/12/1966,M,M,stanley12@learnsector.com,80000,5,Bachelors,Professional,Y,
22920,MR.,CALVIN,ANDERSEN,MR. CALVIN ANDERSEN,25/02/1965,M,M,calvin12@learnsector.com,60000,3,Bachelors,Professional,Y,
22921,MS.,KELSEY,SHEN,MS. KELSEY SHEN,18/02/1968,S,F,kelsey1@learnsector.com,70000,0,Bachelors,Professional,Y,
22922,MS.,HEIDI,MARTINEZ,MS. HEIDI MARTINEZ,07/09/1968,S,F,heidi20@learnsector.com,70000,0,Bachelors,Professional,N,
22923,MR.,MASON,LOPEZ,MR. MASON LOPEZ,26/01/1964,M,M,mason33@learnsector.com,60000,3,Bachelors,Professional,Y,
22924,MRS.,MARIE,SANCHEZ,MRS. MARIE SANCHEZ,02/01/1964,S,F,marie22@learnsector.com,60000,4,Bachelors,Professional,Y,
22925,MRS.,KARLA,SHEN,MRS. KARLA SHEN,17/05/1964,M,F,karla2@learnsector.com,60000,4,Bachelors,Professional,Y,
22926,MR.,KEITH,YUAN,MR. KEITH YUAN,02/08/1963,S,M,keith9@learnsector.com,60000,3,Bachelors,Professional,Y,
22927,MR.,JON,GUO,MR. JON GUO,02/03/1963,S,M,jon38@learnsector.com,60000,3,Bachelors,Professional,N,
22928,MS.,NATALIE,NELSON,MS. NATALIE NELSON,04/11/1963,S,F,natalie52@learnsector.com,70000,0,Bachelors,Professional,N,
22929,MRS.,ISABELLA,DAVIS,MRS. ISABELLA DAVIS,28/10/1967,S,F,isabella62@learnsector.com,90000,2,Bachelors,Professional,N,
22930,MR.,BRETT,RAMAN,MR. BRETT RAMAN,22/11/1967,M,M,brett11@learnsector.com,90000,4,Bachelors,Professional,Y,
22931,MR.,LOGAN,JOHNSON,MR. LOGAN JOHNSON,03/02/1928,M,M,logan50@learnsector.com,100000,5,Graduate Degree,Management,N,
22932,MR.,MAURICE,JAI,MR. MAURICE JAI,05/11/1962,S,M,maurice12@learnsector.com,70000,1,Partial College,Skilled Manual,N,
22933,MRS.,KELLI,CHANDE,MRS. KELLI CHANDE,14/09/1962,S,F,kelli38@learnsector.com,60000,1,Bachelors,Professional,N,
22934,MRS.,TONYA,KUMAR,MRS. TONYA KUMAR,16/11/1962,M,F,tonya7@learnsector.com,60000,1,Bachelors,Professional,Y,
22935,MRS.,TAMARA,SHEN,MRS. TAMARA SHEN,23/05/1961,S,F,tamara13@learnsector.com,60000,1,Partial College,Skilled Manual,N,
22936,MRS.,JILL,DIAZ,MRS. JILL DIAZ,08/01/1961,S,F,jill10@learnsector.com,60000,1,Partial College,Skilled Manual,N,
22937,MR.,JOSE,BAKER,MR. JOSE BAKER,14/06/1961,S,M,jose52@learnsector.com,60000,1,Bachelors,Professional,N,
22938,MR.,HECTOR,BLANCO,MR. HECTOR BLANCO,08/01/1961,M,M,hector13@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22939,MRS.,REBEKAH,ARTHUR,MRS. REBEKAH ARTHUR,06/12/1961,S,F,rebekah7@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22940,MS.,BRIANA,ASHE,MS. BRIANA ASHE,17/11/1966,S,F,briana4@learnsector.com,100000,0,Graduate Degree,Management,N,
22941,MS.,DESTINY,BAILEY,MS. DESTINY BAILEY,15/12/1966,S,F,destiny32@learnsector.com,100000,0,Bachelors,Professional,N,
22942,MRS.,BRITTNEY,SHE,MRS. BRITTNEY SHE,26/06/1960,M,F,brittney22@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
22943,MR.,TIMOTHY,PARKER,MR. TIMOTHY PARKER,10/07/1960,S,M,timothy24@learnsector.com,60000,1,Partial College,Skilled Manual,N,
22944,MRS.,JODI,LAL,MRS. JODI LAL,04/12/1959,M,F,jodi8@learnsector.com,90000,1,Bachelors,Professional,Y,
22945,MRS.,LINDA,SANZ,MRS. LINDA SANZ,18/11/1959,M,F,linda35@learnsector.com,90000,1,Bachelors,Professional,N,
22946,MR.,BRYANT,KAPOOR,MR. BRYANT KAPOOR,18/05/1959,S,M,bryant1@learnsector.com,90000,1,Bachelors,Professional,Y,
22947,MRS.,DANIELLE,TORRES,MRS. DANIELLE TORRES,10/10/1933,S,F,danielle15@learnsector.com,40000,2,Bachelors,Professional,N,
22948,MR.,LUCAS,TURNER,MR. LUCAS TURNER,07/04/1964,S,M,lucas6@learnsector.com,70000,0,Bachelors,Professional,N,
22949,MR.,GAVIN,BUTLER,MR. GAVIN BUTLER,20/03/1934,S,M,gavin13@learnsector.com,50000,1,Graduate Degree,Management,Y,
22950,MS.,NICOLE,COX,MS. NICOLE COX,11/12/1963,S,F,nicole37@learnsector.com,70000,0,Bachelors,Professional,N,
22951,MS.,CHELSEA,MEHTA,MS. CHELSEA MEHTA,07/05/1963,S,F,chelsea15@learnsector.com,70000,0,Bachelors,Professional,Y,
22952,MR.,LUKE,BAKER,MR. LUKE BAKER,05/09/1963,M,M,luke39@learnsector.com,70000,0,Bachelors,Professional,N,
22953,MS.,BARBARA,LIANG,MS. BARBARA LIANG,15/11/1963,S,F,barbara26@learnsector.com,70000,0,Bachelors,Professional,Y,
22954,MR.,JUSTIN,THOMPSON,MR. JUSTIN THOMPSON,03/04/1963,S,M,justin43@learnsector.com,70000,0,Bachelors,Professional,N,
22955,MRS.,LESLIE,SUAREZ,MRS. LESLIE SUAREZ,24/06/1962,M,F,leslie19@learnsector.com,70000,5,Bachelors,Professional,N,
22957,MRS.,NICOLE,DAVIS,MRS. NICOLE DAVIS,04/12/1962,M,F,nicole5@learnsector.com,70000,5,Partial College,Skilled Manual,Y,
22958,MRS.,BRANDY,FERNANDEZ,MRS. BRANDY FERNANDEZ,02/01/1961,S,F,brandy12@learnsector.com,60000,1,Partial College,Skilled Manual,N,
22960,MR.,DOUGLAS,MALHOTRA,MR. DOUGLAS MALHOTRA,08/10/1961,M,M,douglas8@learnsector.com,70000,5,Partial College,Skilled Manual,Y,
22961,MRS.,NINA,SHE,MRS. NINA SHE,07/07/1961,M,F,nina0@learnsector.com,70000,5,Partial College,Skilled Manual,Y,
22962,MR.,CASEY,MARTIN,MR. CASEY MARTIN,07/06/1957,M,M,casey23@learnsector.com,70000,1,Partial College,Skilled Manual,Y,
22963,MR.,WILLIE,YE,MR. WILLIE YE,22/12/1957,M,M,willie7@learnsector.com,70000,1,Partial College,Skilled Manual,Y,
22964,MR.,ERIC,HAYES,MR. ERIC HAYES,05/01/1935,S,M,eric30@learnsector.com,30000,2,Partial College,Clerical,N,
22965,MRS.,CARRIE,GOMEZ,MRS. CARRIE GOMEZ,07/02/1936,S,F,carrie0@learnsector.com,30000,2,Partial College,Clerical,N,
22966,MRS.,JODI,CHAPMAN,MRS. JODI CHAPMAN,12/02/1956,S,F,jodi16@learnsector.com,80000,2,Partial College,Skilled Manual,N,
22967,MS.,RACHEL,SMITH,MS. RACHEL SMITH,23/11/1976,M,F,rachel2@learnsector.com,30000,0,High School,Skilled Manual,N,
22968,MR.,LOGAN,PEREZ,MR. LOGAN PEREZ,16/04/1975,S,M,logan38@learnsector.com,40000,0,High School,Skilled Manual,N,
22969,MS.,TAYLOR,MARTIN,MS. TAYLOR MARTIN,27/09/1975,S,F,taylor62@learnsector.com,40000,0,High School,Skilled Manual,N,
22970,MS.,MARY,PHILLIPS,MS. MARY PHILLIPS,10/06/1976,S,F,mary19@learnsector.com,40000,0,High School,Skilled Manual,N,
22971,MS.,MORGAN,HOWARD,MS. MORGAN HOWARD,11/06/1980,S,F,morgan59@learnsector.com,30000,0,High School,Skilled Manual,N,
22972,MS.,BAILEY,JAMES,MS. BAILEY JAMES,24/02/1980,S,F,bailey6@learnsector.com,40000,0,High School,Skilled Manual,N,
22973,MR.,ALAN,LIN,MR. ALAN LIN,24/09/1946,S,M,alan11@learnsector.com,10000,5,High School,Skilled Manual,N,
22974,MRS.,ERIKA,VAZQUEZ,MRS. ERIKA VAZQUEZ,17/05/1937,M,F,erika12@learnsector.com,30000,2,Partial College,Clerical,Y,
22975,MS.,COURTNEY,TURNER,MS. COURTNEY TURNER,09/12/1978,S,F,courtney2@learnsector.com,30000,0,Partial High School,Clerical,N,
22976,MR.,ERIC,FOSTER,MR. ERIC FOSTER,04/09/1978,S,M,eric23@learnsector.com,40000,0,High School,Skilled Manual,N,
22977,MR.,IAN,PATTERSON,MR. IAN PATTERSON,21/04/1978,M,M,ian51@learnsector.com,40000,0,High School,Skilled Manual,N,
22978,MR.,DEVON,JAI,MR. DEVON JAI,26/10/1938,M,M,devon9@learnsector.com,40000,2,Bachelors,Management,Y,
22979,MR.,THEODORE,HERNANDEZ,MR. THEODORE HERNANDEZ,22/07/1977,S,M,theodore4@learnsector.com,30000,0,Partial High School,Clerical,N,
22980,MR.,OSCAR,WASHINGTON,MR. OSCAR WASHINGTON,23/02/1977,M,M,oscar21@learnsector.com,40000,0,High School,Skilled Manual,Y,
22981,MS.,AMANDA,FLORES,MS. AMANDA FLORES,26/05/1977,S,F,amanda33@learnsector.com,40000,0,High School,Skilled Manual,N,
22983,MS.,MARIA,BENNETT,MS. MARIA BENNETT,15/06/1979,S,F,maria24@learnsector.com,30000,0,Partial High School,Clerical,Y,
22984,MR.,CAMERON,ROBINSON,MR. CAMERON ROBINSON,10/11/1979,M,M,cameron36@learnsector.com,40000,0,High School,Skilled Manual,Y,
22985,MS.,HAILEY,PHILLIPS,MS. HAILEY PHILLIPS,09/06/1979,M,F,hailey48@learnsector.com,40000,0,High School,Skilled Manual,N,
22986,MRS.,CARLY,JAI,MRS. CARLY JAI,27/07/1940,S,F,carly11@learnsector.com,30000,2,Partial College,Clerical,N,
22987,MR.,JEROME,DOMINGUEZ,MR. JEROME DOMINGUEZ,19/10/1940,M,M,jerome11@learnsector.com,40000,2,Bachelors,Management,Y,
22988,MRS.,PATRICIA,MADAN,MRS. PATRICIA MADAN,20/03/1940,M,F,patricia11@learnsector.com,40000,2,Bachelors,Management,Y,
22989,MS.,MEGAN,BUTLER,MS. MEGAN BUTLER,07/08/1976,M,F,megan63@learnsector.com,40000,0,Partial College,Skilled Manual,Y,
22990,MS.,ALYSSA,STEWART,MS. ALYSSA STEWART,12/03/1976,S,F,alyssa24@learnsector.com,40000,0,Partial College,Skilled Manual,N,
22991,MS.,MORGAN,JENKINS,MS. MORGAN JENKINS,25/07/1974,S,F,morgan76@learnsector.com,50000,0,Partial College,Skilled Manual,Y,
22993,MR.,XAVIER,SANCHEZ,MR. XAVIER SANCHEZ,20/02/1972,S,M,xavier85@learnsector.com,70000,0,Partial College,Skilled Manual,N,
22994,MS.,CHLOE,ALLEN,MS. CHLOE ALLEN,27/05/1972,M,F,chloe22@learnsector.com,80000,0,Bachelors,Management,Y,
22995,MS.,ISABELLA,BRYANT,MS. ISABELLA BRYANT,06/01/1972,S,F,isabella28@learnsector.com,80000,0,Bachelors,Management,Y,
22996,MR.,JORDAN,HENDERSON,MR. JORDAN HENDERSON,12/03/1972,M,M,jordan1@learnsector.com,80000,0,Bachelors,Management,Y,
22997,MR.,LUCAS,WILLIAMS,MR. LUCAS WILLIAMS,22/09/1968,M,M,lucas15@learnsector.com,80000,0,Bachelors,Management,Y,
22998,MS.,LAUREN,WASHINGTON,MS. LAUREN WASHINGTON,26/11/1968,M,F,lauren60@learnsector.com,80000,0,Bachelors,Management,Y,
22999,MR.,JACKSON,HILL,MR. JACKSON HILL,10/06/1968,M,M,jackson43@learnsector.com,80000,0,Bachelors,Management,Y,
23000,MS.,VICTORIA,HENDERSON,MS. VICTORIA HENDERSON,06/12/1967,M,F,victoria52@learnsector.com,110000,0,Graduate Degree,Management,Y,
23001,MR.,JULIO,MUNOZ,MR. JULIO MUNOZ,24/01/1967,S,M,julio7@learnsector.com,120000,0,Bachelors,Management,N,
23002,MR.,ARTHUR,HERNANDEZ,MR. ARTHUR HERNANDEZ,03/03/1968,S,M,arthur27@learnsector.com,90000,4,Partial College,Skilled Manual,N,
23003,MRS.,ASHLEY,ROBINSON,MRS. ASHLEY ROBINSON,27/05/1968,S,F,ashley19@learnsector.com,100000,2,Bachelors,Management,N,
23004,MR.,RAYMOND,FERNANDEZ,MR. RAYMOND FERNANDEZ,08/09/1968,M,M,raymond16@learnsector.com,130000,1,Graduate Degree,Management,Y,
23005,MR.,LUKE,SHARMA,MR. LUKE SHARMA,21/11/1979,M,M,luke19@learnsector.com,40000,0,High School,Skilled Manual,N,
23006,MR.,SETH,LEE,MR. SETH LEE,26/03/1979,M,M,seth21@learnsector.com,30000,0,Partial College,Skilled Manual,Y,
23007,MR.,ISAAC,SANCHEZ,MR. ISAAC SANCHEZ,11/04/1979,S,M,isaac17@learnsector.com,30000,0,Partial College,Skilled Manual,Y,
23008,MRS.,SHEENA,SHE,MRS. SHEENA SHE,12/07/1944,M,F,sheena0@learnsector.com,20000,4,High School,Skilled Manual,Y,
23009,MR.,DALTON,THOMAS,MR. DALTON THOMAS,16/03/1978,M,M,dalton10@learnsector.com,40000,0,High School,Skilled Manual,Y,
23010,MR.,SETH,COOK,MR. SETH COOK,16/03/1978,S,M,seth83@learnsector.com,40000,0,Partial High School,Clerical,Y,
